Date,Price
1987-10-23,19.4533
1987-10-26,19.459
1987-10-27,19.4641
1987-10-28,19.46915
1987-10-29,19.47315
1987-10-30,19.47945
1987-11-02,19.484
1987-11-03,19.48795
1987-11-04,19.4896
1987-11-05,19.49175
1987-11-06,19.49225
1987-11-09,19.49315
1987-11-10,19.49525
1987-11-11,19.49645
1987-11-12,19.49745
1987-11-13,19.49895
1987-11-16,19.5005
1987-11-17,19.5006
1987-11-18,19.5009
1987-11-19,19.50145
1987-11-20,19.50395
1987-11-23,19.50835
1987-11-24,19.51185
1987-11-25,19.51475
1987-11-27,19.51875
1987-11-30,19.52245
1987-12-01,19.52745
1987-12-02,19.533
1987-12-03,19.5382
1987-12-04,19.54585
1987-12-07,19.5536
1987-12-08,19.56175
1987-12-09,19.5695
1987-12-10,19.5798
1987-12-11,19.5892
1987-12-14,19.58955
1987-12-15,19.5863
1987-12-16,19.57615
1987-12-17,19.56535
1987-12-18,19.55255
1987-12-21,19.5368
1987-12-22,19.52815
1987-12-23,19.51925
1987-12-24,19.51
1987-12-28,19.49925
1987-12-29,19.4893
1987-12-30,19.4804
1987-12-31,19.47105
1988-01-04,19.4664
1988-01-05,19.46285
1988-01-06,19.4591
1988-01-07,19.45245
1988-01-08,19.44585
1988-01-11,19.43565
1988-01-12,19.42535
1988-01-13,19.41425
1988-01-14,19.40525
1988-01-15,19.39645
1988-01-18,19.3893
1988-01-19,19.38235
1988-01-20,19.37495
1988-01-21,19.3678
1988-01-22,19.36145
1988-01-25,19.35665
1988-01-26,19.351
1988-01-27,19.3419
1988-01-28,19.3337
1988-01-29,19.32525
1988-02-01,19.31455
1988-02-02,19.304
1988-02-03,19.29445
1988-02-04,19.28525
1988-02-05,19.2778
1988-02-08,19.27265
1988-02-09,19.26625
1988-02-10,19.25805
1988-02-11,19.2497
1988-02-12,19.23925
1988-02-15,19.22755
1988-02-16,19.21545
1988-02-17,19.20315
1988-02-18,19.18925
1988-02-19,19.17575
1988-02-22,19.1621
1988-02-23,19.14915
1988-02-24,19.13425
1988-02-25,19.11435
1988-02-26,19.09365
1988-02-29,19.0737
1988-03-01,19.0528
1988-03-02,19.0315
1988-03-03,19.00985
1988-03-04,18.99125
1988-03-07,18.9711
1988-03-08,18.9526
1988-03-09,18.9334
1988-03-10,18.91585
1988-03-11,18.89835
1988-03-14,18.87685
1988-03-15,18.85715
1988-03-16,18.83835
1988-03-17,18.8206
1988-03-18,18.80445
1988-03-21,18.7879
1988-03-22,18.76875
1988-03-23,18.752
1988-03-24,18.7353
1988-03-25,18.7193
1988-03-28,18.7025
1988-03-29,18.6854
1988-03-30,18.66745
1988-03-31,18.65045
1988-04-04,18.63565
1988-04-05,18.6186
1988-04-06,18.60185
1988-04-07,18.5854
1988-04-08,18.56785
1988-04-11,18.5561
1988-04-12,18.54405
1988-04-13,18.5316
1988-04-14,18.52055
1988-04-15,18.50755
1988-04-18,18.49625
1988-04-19,18.48115
1988-04-20,18.4642
1988-04-21,18.4492
1988-04-22,18.43295
1988-04-25,18.4165
1988-04-26,18.39805
1988-04-27,18.37745
1988-04-28,18.3548
1988-04-29,18.33415
1988-05-02,18.311
1988-05-03,18.28885
1988-05-04,18.26885
1988-05-05,18.253
1988-05-06,18.23865
1988-05-09,18.2197
1988-05-10,18.19975
1988-05-11,18.1798
1988-05-12,18.1601
1988-05-13,18.1367
1988-05-16,18.1161
1988-05-17,18.09785
1988-05-18,18.07895
1988-05-19,18.06105
1988-05-20,18.0446
1988-05-23,18.0243
1988-05-24,18.0047
1988-05-25,17.98785
1988-05-26,17.9729
1988-05-27,17.9609
1988-05-30,17.94895
1988-05-31,17.9381
1988-06-01,17.92875
1988-06-02,17.9211
1988-06-03,17.91275
1988-06-06,17.90265
1988-06-07,17.8918
1988-06-08,17.8801
1988-06-09,17.86835
1988-06-10,17.85305
1988-06-13,17.83715
1988-06-14,17.8233
1988-06-15,17.8087
1988-06-16,17.7951
1988-06-17,17.78055
1988-06-20,17.7657
1988-06-21,17.74765
1988-06-22,17.7292
1988-06-23,17.7114
1988-06-24,17.69335
1988-06-27,17.67435
1988-06-28,17.65585
1988-06-29,17.6348
1988-06-30,17.6129
1988-07-01,17.58865
1988-07-05,17.56745
1988-07-06,17.54635
1988-07-07,17.52745
1988-07-08,17.5072
1988-07-11,17.4826
1988-07-12,17.45775
1988-07-13,17.4314
1988-07-14,17.4075
1988-07-15,17.38235
1988-07-18,17.3625
1988-07-19,17.34165
1988-07-20,17.32205
1988-07-21,17.3046
1988-07-22,17.2876
1988-07-25,17.2697
1988-07-26,17.25135
1988-07-27,17.2333
1988-07-28,17.21485
1988-07-29,17.19555
1988-08-01,17.17695
1988-08-02,17.15585
1988-08-03,17.1322
1988-08-04,17.10685
1988-08-05,17.0825
1988-08-08,17.0617
1988-08-09,17.03875
1988-08-10,17.0165
1988-08-11,16.9956
1988-08-12,16.9735
1988-08-15,16.95325
1988-08-16,16.93385
1988-08-17,16.9157
1988-08-18,16.89855
1988-08-19,16.88375
1988-08-22,16.8692
1988-08-23,16.85285
1988-08-24,16.836
1988-08-25,16.818
1988-08-26,16.8003
1988-08-29,16.78305
1988-08-30,16.7686
1988-08-31,16.75145
1988-09-01,16.73395
1988-09-02,16.71355
1988-09-05,16.69095
1988-09-06,16.66855
1988-09-07,16.64685
1988-09-08,16.62625
1988-09-09,16.60435
1988-09-12,16.58455
1988-09-13,16.56435
1988-09-14,16.5469
1988-09-15,16.5278
1988-09-16,16.5088
1988-09-19,16.4921
1988-09-20,16.47485
1988-09-21,16.45825
1988-09-22,16.44295
1988-09-23,16.4269
1988-09-26,16.41395
1988-09-27,16.4052
1988-09-28,16.3957
1988-09-29,16.3874
1988-09-30,16.37845
1988-10-03,16.3606
1988-10-04,16.34255
1988-10-05,16.32275
1988-10-06,16.30355
1988-10-07,16.28375
1988-10-10,16.26685
1988-10-11,16.2513
1988-10-12,16.23255
1988-10-13,16.2144
1988-10-14,16.20025
1988-10-17,16.18955
1988-10-18,16.17605
1988-10-19,16.16955
1988-10-20,16.15795
1988-10-21,16.14625
1988-10-24,16.12545
1988-10-25,16.10765
1988-10-26,16.0885
1988-10-27,16.07035
1988-10-28,16.0533
1988-10-31,16.03495
1988-11-01,16.0176
1988-11-02,16.00095
1988-11-03,15.9856
1988-11-04,15.9726
1988-11-07,15.9583
1988-11-08,15.94195
1988-11-09,15.9272
1988-11-10,15.91255
1988-11-11,15.8969
1988-11-14,15.8823
1988-11-15,15.86575
1988-11-16,15.84565
1988-11-17,15.82525
1988-11-18,15.807
1988-11-21,15.7898
1988-11-22,15.7795
1988-11-23,15.76585
1988-11-24,15.7524
1988-11-25,15.74645
1988-11-28,15.7386
1988-11-29,15.72995
1988-11-30,15.72385
1988-12-01,15.718
1988-12-02,15.71355
1988-12-05,15.71105
1988-12-06,15.70975
1988-12-07,15.70885
1988-12-08,15.7084
1988-12-09,15.70945
1988-12-12,15.7131
1988-12-13,15.7146
1988-12-14,15.7195
1988-12-15,15.72355
1988-12-16,15.73
1988-12-19,15.731
1988-12-20,15.7384
1988-12-21,15.7469
1988-12-22,15.75465
1988-12-23,15.75765
1988-12-27,15.7606
1988-12-28,15.7627
1988-12-29,15.76415
1988-12-30,15.76965
1989-01-03,15.77365
1989-01-04,15.77495
1989-01-05,15.77685
1989-01-06,15.7794
1989-01-09,15.7827
1989-01-10,15.7864
1989-01-11,15.79175
1989-01-12,15.79735
1989-01-13,15.8062
1989-01-16,15.8166
1989-01-17,15.8265
1989-01-18,15.83815
1989-01-19,15.8452
1989-01-20,15.84915
1989-01-23,15.84685
1989-01-24,15.84465
1989-01-25,15.8442
1989-01-26,15.8401
1989-01-27,15.8392
1989-01-30,15.83615
1989-01-31,15.82945
1989-02-01,15.8263
1989-02-02,15.8231
1989-02-03,15.81795
1989-02-06,15.81325
1989-02-07,15.81145
1989-02-08,15.8084
1989-02-09,15.8099
1989-02-10,15.80895
1989-02-13,15.81085
1989-02-14,15.8118
1989-02-15,15.8148
1989-02-16,15.81875
1989-02-17,15.82425
1989-02-20,15.82985
1989-02-21,15.8356
1989-02-22,15.84045
1989-02-23,15.8444
1989-02-24,15.8461
1989-02-27,15.84995
1989-02-28,15.85385
1989-03-01,15.8583
1989-03-02,15.86665
1989-03-03,15.8748
1989-03-06,15.8815
1989-03-07,15.8844
1989-03-08,15.89
1989-03-09,15.8954
1989-03-10,15.90035
1989-03-13,15.9076
1989-03-14,15.9166
1989-03-15,15.92825
1989-03-16,15.94115
1989-03-17,15.95625
1989-03-20,15.96715
1989-03-21,15.9821
1989-03-22,15.99965
1989-03-23,16.0183
1989-03-27,16.0368
1989-03-28,16.05365
1989-03-29,16.07155
1989-03-30,16.09455
1989-03-31,16.1158
1989-04-03,16.13685
1989-04-04,16.15965
1989-04-05,16.1807
1989-04-06,16.1998
1989-04-07,16.22065
1989-04-10,16.24385
1989-04-11,16.2698
1989-04-12,16.2971
1989-04-13,16.3238
1989-04-14,16.35165
1989-04-17,16.3806
1989-04-18,16.41015
1989-04-19,16.44635
1989-04-20,16.49665
1989-04-21,16.5405
1989-04-24,16.57195
1989-04-25,16.60435
1989-04-26,16.6361
1989-04-27,16.66105
1989-04-28,16.68715
1989-05-01,16.71165
1989-05-02,16.7289
1989-05-03,16.7482
1989-05-04,16.7706
1989-05-05,16.79105
1989-05-08,16.8072
1989-05-09,16.8245
1989-05-10,16.84045
1989-05-11,16.86075
1989-05-12,16.8835
1989-05-15,16.91015
1989-05-16,16.93745
1989-05-17,16.96165
1989-05-18,16.9837
1989-05-19,17.0088
1989-05-22,17.03515
1989-05-23,17.06525
1989-05-24,17.08595
1989-05-25,17.1053
1989-05-26,17.1255
1989-05-29,17.14595
1989-05-30,17.1678
1989-05-31,17.1886
1989-06-01,17.209
1989-06-02,17.23135
1989-06-05,17.2561
1989-06-06,17.28135
1989-06-07,17.3031
1989-06-08,17.3266
1989-06-09,17.349
1989-06-12,17.36955
1989-06-13,17.3918
1989-06-14,17.4197
1989-06-15,17.44855
1989-06-16,17.4772
1989-06-19,17.51015
1989-06-20,17.537
1989-06-21,17.565
1989-06-22,17.59025
1989-06-23,17.61605
1989-06-26,17.64055
1989-06-27,17.66815
1989-06-28,17.69585
1989-06-29,17.7236
1989-06-30,17.74965
1989-07-03,17.77645
1989-07-04,17.80165
1989-07-05,17.83525
1989-07-06,17.8662
1989-07-07,17.899
1989-07-10,17.93055
1989-07-11,17.96475
1989-07-12,17.9991
1989-07-13,18.03605
1989-07-14,18.0727
1989-07-17,18.11225
1989-07-18,18.1502
1989-07-19,18.1844
1989-07-20,18.21605
1989-07-21,18.2472
1989-07-24,18.2709
1989-07-25,18.2922
1989-07-26,18.3093
1989-07-27,18.32425
1989-07-28,18.3409
1989-07-31,18.3559
1989-08-01,18.37325
1989-08-02,18.39355
1989-08-03,18.41975
1989-08-04,18.4432
1989-08-07,18.4655
1989-08-08,18.48745
1989-08-09,18.50965
1989-08-10,18.53485
1989-08-11,18.55955
1989-08-14,18.58365
1989-08-15,18.6081
1989-08-16,18.63285
1989-08-17,18.6558
1989-08-18,18.6814
1989-08-21,18.7075
1989-08-22,18.7326
1989-08-23,18.7584
1989-08-24,18.78225
1989-08-25,18.80475
1989-08-28,18.8298
1989-08-29,18.85625
1989-08-30,18.88315
1989-08-31,18.90865
1989-09-01,18.92915
1989-09-04,18.953
1989-09-05,18.97785
1989-09-06,18.99775
1989-09-07,19.0201
1989-09-08,19.04395
1989-09-11,19.0657
1989-09-12,19.08595
1989-09-13,19.10685
1989-09-14,19.1287
1989-09-15,19.15095
1989-09-18,19.1713
1989-09-19,19.1923
1989-09-20,19.2112
1989-09-21,19.22925
1989-09-22,19.24565
1989-09-25,19.26145
1989-09-26,19.2776
1989-09-27,19.2916
1989-09-28,19.31035
1989-09-29,19.3227
1989-10-02,19.3363
1989-10-03,19.35025
1989-10-04,19.36795
1989-10-05,19.3828
1989-10-06,19.3971
1989-10-09,19.41325
1989-10-10,19.4287
1989-10-11,19.4427
1989-10-12,19.4602
1989-10-13,19.4775
1989-10-16,19.4929
1989-10-17,19.5076
1989-10-18,19.5215
1989-10-19,19.53255
1989-10-20,19.5422
1989-10-23,19.5481
1989-10-24,19.5522
1989-10-25,19.55505
1989-10-26,19.55645
1989-10-27,19.559
1989-10-30,19.56345
1989-10-31,19.57455
1989-11-01,19.5852
1989-11-02,19.5941
1989-11-03,19.60685
1989-11-06,19.61845
1989-11-07,19.6317
1989-11-08,19.64655
1989-11-09,19.65715
1989-11-10,19.66775
1989-11-13,19.6783
1989-11-14,19.6893
1989-11-15,19.7
1989-11-16,19.71195
1989-11-17,19.7245
1989-11-20,19.7396
1989-11-21,19.75415
1989-11-22,19.76515
1989-11-23,19.773
1989-11-24,19.78045
1989-11-27,19.7857
1989-11-28,19.78935
1989-11-29,19.79315
1989-11-30,19.8
1989-12-01,19.80885
1989-12-04,19.81975
1989-12-05,19.83005
1989-12-06,19.8413
1989-12-07,19.85205
1989-12-08,19.8607
1989-12-11,19.8708
1989-12-12,19.88115
1989-12-13,19.8943
1989-12-14,19.9048
1989-12-15,19.9178
1989-12-18,19.93615
1989-12-19,19.95175
1989-12-20,19.9623
1989-12-21,19.97075
1989-12-22,19.978
1989-12-26,19.98585
1989-12-27,19.9971
1989-12-28,20.0047
1989-12-29,20.01285
1990-01-02,20.02645
1990-01-03,20.04275
1990-01-04,20.06015
1990-01-05,20.0745
1990-01-08,20.07755
1990-01-09,20.08745
1990-01-10,20.1018
1990-01-11,20.1146
1990-01-12,20.1301
1990-01-15,20.14265
1990-01-16,20.15555
1990-01-17,20.16285
1990-01-18,20.17395
1990-01-19,20.18915
1990-01-22,20.2007
1990-01-23,20.209
1990-01-24,20.22
1990-01-25,20.2337
1990-01-26,20.2332
1990-01-29,20.22405
1990-01-30,20.2186
1990-01-31,20.22885
1990-02-01,20.2358
1990-02-02,20.245
1990-02-05,20.25305
1990-02-06,20.26295
1990-02-07,20.27165
1990-02-08,20.28355
1990-02-09,20.292
1990-02-12,20.29925
1990-02-13,20.30825
1990-02-14,20.3218
1990-02-15,20.3384
1990-02-16,20.3529
1990-02-19,20.36455
1990-02-20,20.37495
1990-02-21,20.38165
1990-02-22,20.38575
1990-02-23,20.39065
1990-02-26,20.39845
1990-02-27,20.40365
1990-02-28,20.4068
1990-03-01,20.4039
1990-03-02,20.4123
1990-03-05,20.4231
1990-03-06,20.43185
1990-03-07,20.43875
1990-03-08,20.44295
1990-03-09,20.4454
1990-03-12,20.44755
1990-03-13,20.4474
1990-03-14,20.44525
1990-03-15,20.44525
1990-03-16,20.4472
1990-03-19,20.4455
1990-03-20,20.44285
1990-03-21,20.4443
1990-03-22,20.44605
1990-03-23,20.4456
1990-03-26,20.4452
1990-03-27,20.4471
1990-03-28,20.44315
1990-03-29,20.4439
1990-03-30,20.4469
1990-04-02,20.4518
1990-04-03,20.4544
1990-04-04,20.4519
1990-04-05,20.4474
1990-04-06,20.44295
1990-04-09,20.4332
1990-04-10,20.41955
1990-04-11,20.40775
1990-04-12,20.3951
1990-04-16,20.37955
1990-04-17,20.36465
1990-04-18,20.3455
1990-04-19,20.33325
1990-04-20,20.319
1990-04-23,20.311
1990-04-24,20.29815
1990-04-25,20.2838
1990-04-26,20.27385
1990-04-27,20.26565
1990-04-30,20.259
1990-05-01,20.2532
1990-05-02,20.24705
1990-05-03,20.24315
1990-05-04,20.24045
1990-05-07,20.24035
1990-05-08,20.2409
1990-05-09,20.24615
1990-05-10,20.24965
1990-05-11,20.2549
1990-05-14,20.26215
1990-05-15,20.26885
1990-05-16,20.27385
1990-05-17,20.27875
1990-05-18,20.28235
1990-05-21,20.2825
1990-05-22,20.27715
1990-05-23,20.2661
1990-05-24,20.2532
1990-05-25,20.2399
1990-05-29,20.23495
1990-05-30,20.231
1990-05-31,20.22425
1990-06-01,20.2163
1990-06-04,20.2067
1990-06-05,20.193
1990-06-06,20.18245
1990-06-07,20.17305
1990-06-08,20.1635
1990-06-11,20.15465
1990-06-12,20.14735
1990-06-13,20.1412
1990-06-14,20.13235
1990-06-15,20.12115
1990-06-18,20.10535
1990-06-19,20.08605
1990-06-20,20.0662
1990-06-21,20.0478
1990-06-22,20.03145
1990-06-25,20.0138
1990-06-26,20.00005
1990-06-27,19.9849
1990-06-28,19.971
1990-06-29,19.9569
1990-07-02,19.9432
1990-07-03,19.92845
1990-07-04,19.91365
1990-07-05,19.9001
1990-07-06,19.8851
1990-07-09,19.87015
1990-07-10,19.85735
1990-07-11,19.84465
1990-07-12,19.83735
1990-07-13,19.82925
1990-07-16,19.82185
1990-07-17,19.81215
1990-07-18,19.80525
1990-07-19,19.80115
1990-07-20,19.799
1990-07-23,19.79735
1990-07-24,19.79565
1990-07-25,19.78985
1990-07-26,19.78695
1990-07-27,19.7841
1990-07-30,19.7819
1990-07-31,19.78185
1990-08-01,19.78795
1990-08-02,19.8063
1990-08-03,19.8269
1990-08-06,19.87205
1990-08-07,19.92205
1990-08-08,19.9556
1990-08-09,19.9851
1990-08-10,20.0183
1990-08-13,20.05425
1990-08-14,20.0873
1990-08-15,20.11995
1990-08-16,20.1558
1990-08-17,20.19875
1990-08-20,20.24205
1990-08-21,20.2845
1990-08-22,20.339
1990-08-23,20.39815
1990-08-24,20.45555
1990-08-27,20.49445
1990-08-28,20.53465
1990-08-29,20.566
1990-08-30,20.60115
1990-08-31,20.63775
1990-09-03,20.6724
1990-09-04,20.7199
1990-09-05,20.7709
1990-09-06,20.82925
1990-09-07,20.88145
1990-09-10,20.93895
1990-09-11,20.9934
1990-09-12,21.0483
1990-09-13,21.103
1990-09-14,21.16075
1990-09-17,21.2283
1990-09-18,21.2934
1990-09-19,21.35705
1990-09-20,21.4272
1990-09-21,21.5048
1990-09-24,21.59605
1990-09-25,21.68395
1990-09-26,21.7762
1990-09-27,21.8694
1990-09-28,21.95605
1990-10-01,22.0306
1990-10-02,22.09485
1990-10-03,22.1724
1990-10-04,22.24965
1990-10-05,22.32945
1990-10-08,22.41495
1990-10-09,22.5106
1990-10-10,22.5979
1990-10-11,22.68885
1990-10-12,22.7669
1990-10-15,22.83985
1990-10-16,22.9212
1990-10-17,22.99315
1990-10-18,23.06705
1990-10-19,23.12165
1990-10-22,23.1482
1990-10-23,23.1821
1990-10-24,23.2243
1990-10-25,23.283
1990-10-26,23.3376
1990-10-29,23.4001
1990-10-30,23.45625
1990-10-31,23.51995
1990-11-01,23.58475
1990-11-02,23.63735
1990-11-05,23.6752
1990-11-06,23.72445
1990-11-07,23.7879
1990-11-08,23.8545
1990-11-09,23.9106
1990-11-12,23.95745
1990-11-13,24.00875
1990-11-14,24.05245
1990-11-15,24.0959
1990-11-16,24.13345
1990-11-19,24.18015
1990-11-20,24.21855
1990-11-21,24.25885
1990-11-22,24.29985
1990-11-23,24.351
1990-11-26,24.4031
1990-11-27,24.45605
1990-11-28,24.51015
1990-11-29,24.5638
1990-11-30,24.59985
1990-12-03,24.63985
1990-12-04,24.67945
1990-12-05,24.7063
1990-12-06,24.72995
1990-12-07,24.75525
1990-12-10,24.7847
1990-12-11,24.8104
1990-12-12,24.8288
1990-12-13,24.85455
1990-12-14,24.8829
1990-12-17,24.9144
1990-12-18,24.95155
1990-12-19,24.99155
1990-12-20,25.0283
1990-12-21,25.06335
1990-12-24,25.0962
1990-12-26,25.1325
1990-12-27,25.16925
1990-12-28,25.21045
1990-12-31,25.2549
1991-01-02,25.2883
1991-01-03,25.31495
1991-01-04,25.33695
1991-01-07,25.3714
1991-01-08,25.40845
1991-01-09,25.4483
1991-01-10,25.48435
1991-01-11,25.51895
1991-01-14,25.56845
1991-01-15,25.6213
1991-01-16,25.68515
1991-01-17,25.6968
1991-01-18,25.70545
1991-01-21,25.7258
1991-01-22,25.7594
1991-01-23,25.791
1991-01-24,25.8298
1991-01-25,25.8637
1991-01-28,25.8841
1991-01-29,25.9031
1991-01-30,25.919
1991-01-31,25.9355
1991-02-01,25.9529
1991-02-04,25.9716
1991-02-05,25.9826
1991-02-06,25.99715
1991-02-07,26.0113
1991-02-08,26.0264
1991-02-11,26.04545
1991-02-12,26.06945
1991-02-13,26.09145
1991-02-14,26.1112
1991-02-15,26.12355
1991-02-18,26.13215
1991-02-19,26.1374
1991-02-20,26.1435
1991-02-21,26.13725
1991-02-22,26.1268
1991-02-25,26.1187
1991-02-26,26.11665
1991-02-27,26.1179
1991-02-28,26.123
1991-03-01,26.1326
1991-03-04,26.153
1991-03-05,26.1754
1991-03-06,26.1937
1991-03-07,26.20035
1991-03-08,26.20765
1991-03-11,26.2153
1991-03-12,26.22805
1991-03-13,26.245
1991-03-14,26.2632
1991-03-15,26.27805
1991-03-18,26.2937
1991-03-19,26.3132
1991-03-20,26.3311
1991-03-21,26.34805
1991-03-22,26.35945
1991-03-25,26.37125
1991-03-26,26.38695
1991-03-27,26.4046
1991-03-28,26.425
1991-04-01,26.44425
1991-04-02,26.4607
1991-04-03,26.4756
1991-04-04,26.49475
1991-04-05,26.5093
1991-04-08,26.5272
1991-04-09,26.5442
1991-04-10,26.56435
1991-04-11,26.58455
1991-04-12,26.6086
1991-04-15,26.6342
1991-04-16,26.6597
1991-04-17,26.6859
1991-04-18,26.70815
1991-04-19,26.7287
1991-04-22,26.74985
1991-04-23,26.76155
1991-04-24,26.7747
1991-04-25,26.7861
1991-04-26,26.80135
1991-04-29,26.815
1991-04-30,26.8246
1991-05-01,26.83295
1991-05-02,26.8394
1991-05-03,26.84735
1991-05-06,26.85935
1991-05-07,26.8663
1991-05-08,26.8751
1991-05-09,26.8835
1991-05-10,26.8869
1991-05-13,26.8834
